SessionID,Date,ItemId,Event
263073,2.014040103e+13,214716982,1
263073,2.01404010301e+13,214716982,1
263073,2.01404010301e+13,214716982,1
185089,2.01404010302e+13,214601233,1
185089,2.01404010303e+13,214819376,1
185089,2.01404010304e+13,214819376,1
185089,2.01404010305e+13,214819376,1
185089,2.01404010305e+13,214716667,1
263073,2.01404010305e+13,214716982,3
466654,2.01404010306e+13,214584907,1
185089,2.01404010307e+13,214716667,1
466654,2.01404010307e+13,214584907,1
466654,2.01404010307e+13,214820227,1
466654,2.01404010308e+13,214584907,1
185089,2.01404010308e+13,214819430,1
185089,2.01404010309e+13,214819430,1
185089,2.01404010309e+13,214819430,1
466654,2.01404010311e+13,214820345,1
185089,2.01404010311e+13,214819762,1
466654,2.01404010314e+13,214820812,1
185089,2.01404010314e+13,214819762,1
185089,2.01404010314e+13,214819762,1
185089,2.01404010315e+13,214819762,1
185089,2.01404010316e+13,214819760,1
185089,2.01404010316e+13,214819760,1
185089,2.01404010316e+13,214743335,1
185089,2.01404010317e+13,214684843,1
466654,2.01404010321e+13,214820812,3
466654,2.01404010321e+13,214584907,3
185089,2.01404010329e+13,214819376,3
185089,2.01404010329e+13,214819430,3
185089,2.01404010329e+13,214716667,3
185089,2.01404010329e+13,214819762,3
185089,2.01404010329e+13,214819760,3
306892,2.01404010329e+13,214843905,1
293141,2.01404010329e+13,214717085,1
293141,2.0140401033e+13,214826874,1
74343,2.01404010331e+13,214840483,1
138708,2.01404010331e+13,214717007,1
293141,2.01404010331e+13,214821399,1
74343,2.01404010332e+13,214840483,1
306892,2.01404010332e+13,214842420,1
306892,2.01404010332e+13,214842420,1
306892,2.01404010336e+13,214842577,1
306892,2.01404010336e+13,214842577,1
138708,2.01404010338e+13,214717007,1
385286,2.01404010339e+13,214840483,1
385286,2.0140401034e+13,214840483,1
306892,2.01404010344e+13,214842420,3
306892,2.01404010344e+13,214842577,3
138708,2.01404010344e+13,214717007,3
74343,2.01404010344e+13,214840483,3
494924,2.01404010345e+13,214832559,1
494924,2.01404010345e+13,214832559,1
293141,2.01404010345e+13,214826874,3
293141,2.01404010345e+13,214821399,3
494924,2.01404010346e+13,214832559,1
494924,2.01404010346e+13,214832559,1
293141,2.01404010346e+13,214826874,3
293141,2.01404010346e+13,214821399,3
6294,2.01404010346e+13,214696434,1
494924,2.01404010346e+13,214832559,1
494924,2.01404010346e+13,214832559,1
6294,2.01404010347e+13,214696434,1
494924,2.01404010347e+13,214832559,1
494924,2.01404010347e+13,214832559,1
494924,2.01404010347e+13,214832559,1
494924,2.01404010347e+13,214832559,1
494924,2.01404010348e+13,214832557,1
494924,2.01404010348e+13,214832557,1
494924,2.01404010348e+13,214832557,1
494924,2.01404010348e+13,214832557,1
494924,2.01404010348e+13,214832557,1
494924,2.01404010349e+13,214832557,1
494924,2.01404010349e+13,214832557,1
494924,2.01404010349e+13,214832557,1
340109,2.0140401035e+13,214667912,1
494924,2.0140401035e+13,214832557,1
340109,2.01404010351e+13,214667912,1
494924,2.01404010352e+13,214832559,3
494924,2.01404010352e+13,214832557,3
243689,2.01404010352e+13,214826893,1
340109,2.01404010352e+13,214748336,1
243689,2.01404010352e+13,214826893,1
385286,2.01404010353e+13,214840483,1
494924,2.01404010353e+13,214826955,1
6294,2.01404010353e+13,214696434,3
385286,2.01404010353e+13,214840483,1
243689,2.01404010353e+13,214826844,1
243689,2.01404010353e+13,214826844,1
90821,2.01404010354e+13,214580413,1
340109,2.01404010355e+13,214601233,1
385286,2.01404010355e+13,214840483,3
90821,2.01404010355e+13,214580413,1
243689,2.01404010358e+13,214826893,3
243689,2.01404010358e+13,214826844,3
340109,2.01404010359e+13,214820400,1
6294,2.01404010359e+13,214696434,3
235129,2.014040104e+13,214743350,1
235129,2.014040104e+13,214743350,1
90821,2.01404010401e+13,214580413,3
235129,2.01404010402e+13,214596647,1
340109,2.01404010402e+13,214553555,1
235129,2.01404010403e+13,214596647,1
235129,2.01404010403e+13,214828867,1
41117,2.01404010404e+13,214819577,1
41117,2.01404010405e+13,214819577,1
41117,2.01404010405e+13,214819577,1
41117,2.01404010405e+13,214819577,1
41117,2.01404010405e+13,214819577,1
41117,2.01404010405e+13,214821392,1
41117,2.01404010405e+13,214821392,1
41117,2.01404010405e+13,214821392,1
41117,2.01404010406e+13,214821392,1
41117,2.01404010407e+13,214717880,1
41117,2.01404010407e+13,214717880,1
193126,2.01404010408e+13,214690792,1
193126,2.01404010408e+13,214690792,1
193126,2.01404010409e+13,214678470,1
60712,2.01404010409e+13,214585395,1
60712,2.01404010409e+13,214585395,1
111337,2.0140401041e+13,214567052,1
111337,2.01404010411e+13,214567052,1
324737,2.01404010411e+13,214716965,1
111337,2.01404010412e+13,214567052,1
193126,2.01404010412e+13,214690792,3
324737,2.01404010412e+13,214716982,1
264442,2.01404010413e+13,214716977,1
340109,2.01404010413e+13,214667912,3
340109,2.01404010413e+13,214748336,3
340109,2.01404010413e+13,214601233,3
340109,2.01404010413e+13,214820400,3
293141,2.01404010413e+13,214595150,1
279847,2.01404010413e+13,214821017,1
264442,2.01404010413e+13,214821020,1
279847,2.01404010413e+13,214821017,1
111337,2.01404010414e+13,214567052,3
41117,2.01404010414e+13,214821392,3
41117,2.01404010414e+13,214717880,3
41117,2.01404010414e+13,214819577,3
279847,2.01404010414e+13,214819550,1
324737,2.01404010414e+13,214716982,1
60712,2.01404010414e+13,214585395,3
235129,2.01404010414e+13,214712385,1
256559,2.01404010415e+13,214716928,1
235129,2.01404010415e+13,214836716,1
256559,2.01404010415e+13,214716928,1
279847,2.01404010415e+13,214748336,1
279847,2.01404010416e+13,214748336,1
235129,2.01404010416e+13,214582567,1
279847,2.01404010417e+13,214819472,1
324737,2.01404010417e+13,214716982,1
293141,2.01404010417e+13,214579775,1
324737,2.01404010418e+13,214716982,1
7593,2.01404010418e+13,214535621,1
7593,2.01404010419e+13,214820233,1
235129,2.01404010419e+13,214743350,3
235129,2.01404010419e+13,214596647,3
193681,2.01404010419e+13,214819727,1
7593,2.01404010419e+13,214820233,1
193681,2.01404010419e+13,214819796,1
293141,2.01404010419e+13,214645871,1
279847,2.0140401042e+13,214819472,3
279847,2.0140401042e+13,214821017,3
279847,2.0140401042e+13,214748336,3
193681,2.01404010421e+13,214819796,1
256559,2.01404010422e+13,214716984,1
314452,2.01404010422e+13,214716975,1
314452,2.01404010422e+13,214717007,1
7593,2.01404010423e+13,214820233,3
7593,2.01404010423e+13,214535621,3
261109,2.01404010423e+13,214819719,1
261109,2.01404010423e+13,214819719,1
314452,2.01404010423e+13,214716975,1
261109,2.01404010424e+13,214819719,1
193681,2.01404010424e+13,214819796,3
256559,2.01404010425e+13,214716977,1
107192,2.01404010425e+13,214717003,1
256559,2.01404010426e+13,214716977,1
314452,2.01404010426e+13,214716975,3
256559,2.01404010427e+13,214716973,1
256559,2.01404010427e+13,214716973,1
256559,2.01404010428e+13,214819468,1
124332,2.01404010428e+13,214832557,1
261109,2.01404010428e+13,214819719,3
107192,2.01404010428e+13,214717003,1
369607,2.01404010428e+13,214840483,1
124332,2.01404010428e+13,214832557,1
369607,2.01404010429e+13,214840483,1
324737,2.01404010429e+13,214716982,3
324737,2.01404010429e+13,214716982,3
107192,2.01404010429e+13,214717003,1
107192,2.01404010429e+13,214717003,1
124332,2.0140401043e+13,214826906,1
256559,2.0140401043e+13,214819468,1
256559,2.0140401043e+13,214819468,1
124332,2.0140401043e+13,214827030,1
56207,2.0140401043e+13,214640006,1
124332,2.0140401043e+13,214840415,1
124332,2.0140401043e+13,214840415,1
124332,2.01404010431e+13,214642059,1
124332,2.01404010431e+13,214642059,1
124332,2.01404010431e+13,214642055,1
56207,2.01404010431e+13,214717007,1
56207,2.01404010431e+13,214717003,1
164653,2.01404010432e+13,214819387,1
164653,2.01404010432e+13,214819387,1
124332,2.01404010432e+13,214832557,3
124332,2.01404010432e+13,214840415,3
124332,2.01404010432e+13,214642059,3
164653,2.01404010432e+13,214819387,1
164653,2.01404010432e+13,214819387,1
369607,2.01404010433e+13,214840483,3
164653,2.01404010434e+13,214819734,1
164653,2.01404010434e+13,214819734,1
144807,2.01404010434e+13,214691679,1
144807,2.01404010435e+13,214691679,1
144807,2.01404010436e+13,214691679,1
107192,2.01404010436e+13,214717003,3
144807,2.01404010436e+13,214691632,1
144807,2.01404010437e+13,214691679,1
144807,2.01404010437e+13,214691666,1
256559,2.01404010437e+13,214716928,3
256559,2.01404010437e+13,214716984,3
256559,2.01404010437e+13,214716973,3
256559,2.01404010437e+13,214716977,3
256559,2.01404010437e+13,214819468,3
56207,2.01404010437e+13,214717003,1
144807,2.01404010438e+13,214691679,1
13506,2.01404010439e+13,214553745,1
164653,2.01404010439e+13,214819734,1
164653,2.01404010439e+13,214819734,1
13506,2.0140401044e+13,214538027,1
56207,2.0140401044e+13,214743508,1
164653,2.0140401044e+13,214819387,3
164653,2.0140401044e+13,214819387,3
56207,2.01404010441e+13,214839425,1
737,2.01404010441e+13,214835578,1
56207,2.01404010441e+13,214839425,1
13506,2.01404010441e+13,214820231,1
144807,2.01404010441e+13,214691679,3
13506,2.01404010443e+13,214820231,1
292942,2.01404010445e+13,214840483,1
292942,2.01404010445e+13,214840483,1
737,2.01404010445e+13,214536392,1
292942,2.01404010445e+13,214840483,1
737,2.01404010446e+13,214833800,1
737,2.01404010447e+13,214833800,1
292942,2.01404010447e+13,214819740,1
13506,2.01404010447e+13,214820231,3
292942,2.01404010447e+13,214819740,1
320327,2.01404010447e+13,214826953,1
320327,2.01404010448e+13,214826953,1
450651,2.01404010448e+13,214832557,1
320327,2.01404010448e+13,214748315,1
320327,2.01404010449e+13,214826953,1
320327,2.01404010449e+13,214826953,1
320327,2.01404010449e+13,214826953,1
320327,2.01404010449e+13,214826953,1
320327,2.0140401045e+13,214709996,1
73606,2.0140401045e+13,214643872,1
292942,2.0140401045e+13,214840483,1
292942,2.01404010451e+13,214840483,1
292942,2.01404010451e+13,214840483,3
